Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-01 00:00:00+00:00,0.09166180342435837,0.09187199920415878,0.09158872067928314,0.09181476384401321,3746,0.0,0.0
2023-01-01 01:00:00+00:00,0.09179779142141342,0.09182071685791016,0.09136752039194107,0.09154171496629715,18596,0.0,0.0
2023-01-01 02:00:00+00:00,0.09153842180967331,0.0916614979505539,0.09149349480867386,0.09161422401666641,40063,0.0,0.0
2023-01-01 03:00:00+00:00,0.09160451591014862,0.09164968878030777,0.09137309342622757,0.09146332740783691,0,0.0,0.0
2023-01-01 04:00:00+00:00,0.09146758913993835,0.09149099886417389,0.09119343757629395,0.09125972539186478,0,0.0,0.0
2023-01-01 05:00:00+00:00,0.09126663208007812,0.09153970330953598,0.09121796488761902,0.09148011356592178,18915,0.0,0.0
2023-01-01 06:00:00+00:00,0.0914761871099472,0.09175626933574677,0.09145476669073105,0.09173069149255753,19084,0.0,0.0
2023-01-01 07:00:00+00:00,0.09173355996608734,0.09230402857065201,0.0914873480796814,0.0919896736741066,191297,0.0,0.0
2023-01-01 08:00:00+00:00,0.09197095781564713,0.0921364575624466,0.09150129556655884,0.09172544628381729,0,0.0,0.0
2023-01-01 09:00:00+00:00,0.09171709418296814,0.09171709418296814,0.09133915603160858,0.0915972888469696,0,0.0,0.0
2023-01-01 10:00:00+00:00,0.09158926457166672,0.09178799390792847,0.09158926457166672,0.09164447337388992,0,0.0,0.0
2023-01-01 11:00:00+00:00,0.09163809567689896,0.0916423574090004,0.0914689227938652,0.09147682040929794,0,0.0,0.0
2023-01-01 12:00:00+00:00,0.0914626494050026,0.09151244908571243,0.09129371494054794,0.09129711240530014,61769,0.0,0.0
2023-01-01 13:00:00+00:00,0.09129585325717926,0.0913965106010437,0.09121966361999512,0.09127271175384521,0,0.0,0.0
2023-01-01 14:00:00+00:00,0.09125472605228424,0.09134374558925629,0.09105724841356277,0.09112150222063065,0,0.0,0.0
2023-01-01 15:00:00+00:00,0.09110277891159058,0.09128466248512268,0.09101548045873642,0.09113117307424545,0,0.0,0.0
2023-01-01 16:00:00+00:00,0.09109659492969513,0.09118358045816422,0.09041908383369446,0.0907992571592331,312663,0.0,0.0
2023-01-01 17:00:00+00:00,0.0908062532544136,0.09108112007379532,0.09078539907932281,0.0910491868853569,45440,0.0,0.0
2023-01-01 18:00:00+00:00,0.0910346731543541,0.09112311899662018,0.09089314192533493,0.09111565351486206,7331,0.0,0.0
2023-01-01 19:00:00+00:00,0.09114239364862442,0.09121119230985641,0.0909581258893013,0.09106434881687164,0,0.0,0.0
2023-01-01 20:00:00+00:00,0.09107067435979843,0.09107067435979843,0.09064490348100662,0.09064490348100662,0,0.0,0.0
2023-01-01 21:00:00+00:00,0.09062859416007996,0.09115973114967346,0.09054604172706604,0.09108753502368927,0,0.0,0.0
2023-01-01 22:00:00+00:00,0.09110642969608307,0.0912567526102066,0.09106200933456421,0.09119302779436111,23198,0.0,0.0
2023-01-01 23:00:00+00:00,0.09119633585214615,0.09147066622972488,0.09119633585214615,0.09140060842037201,0,0.0,0.0
2023-01-02 00:00:00+00:00,0.09142220765352249,0.09143037348985672,0.09106693416833878,0.09111042320728302,23771,0.0,0.0
2023-01-02 01:00:00+00:00,0.09113498032093048,0.09119786322116852,0.0904112458229065,0.09051260352134705,0,0.0,0.0
2023-01-02 02:00:00+00:00,0.090520940721035,0.0910445973277092,0.090520940721035,0.0910370871424675,24875,0.0,0.0
2023-01-02 03:00:00+00:00,0.09104083478450775,0.09125430881977081,0.09079467505216599,0.09124845266342163,92236,0.0,0.0
2023-01-02 04:00:00+00:00,0.09123796224594116,0.09200514107942581,0.09123796224594116,0.09199558943510056,185744,0.0,0.0
2023-01-02 05:00:00+00:00,0.09201141446828842,0.09220697730779648,0.09153667837381363,0.0916542038321495,93979,0.0,0.0
