Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-01 00:00:00+00:00,2.1775473214802332e-05,2.1788388039567508e-05,2.1716234186897054e-05,2.1788388039567508e-05,54964,0.0,0.0
2023-01-01 01:00:00+00:00,2.1769385057268664e-05,2.1852023564861156e-05,2.1742038370575756e-05,2.1812276827404276e-05,22719,0.0,0.0
2023-01-01 02:00:00+00:00,2.1817866581841372e-05,2.1848405594937503e-05,2.1774883862235583e-05,2.1840976842213422e-05,0,0.0,0.0
2023-01-01 03:00:00+00:00,2.1822501366841607e-05,2.1921816369285807e-05,2.1822501366841607e-05,2.1921690859016962e-05,0,0.0,0.0
2023-01-01 04:00:00+00:00,2.1929401555098593e-05,2.19480771193048e-05,2.180071169277653e-05,2.1827148884767666e-05,9626,0.0,0.0
2023-01-01 05:00:00+00:00,2.1817166270921007e-05,2.1932217350695282e-05,2.1815380023326725e-05,2.19149897020543e-05,0,0.0,0.0
2023-01-01 06:00:00+00:00,2.190686973335687e-05,2.1950234440737404e-05,2.1889398340135813e-05,2.1890589778195135e-05,0,0.0,0.0
2023-01-01 07:00:00+00:00,2.1902214939473197e-05,2.1917205231147818e-05,2.1771669707959518e-05,2.1807332814205438e-05,2196,0.0,0.0
2023-01-01 08:00:00+00:00,2.1805093638249673e-05,2.1879703126614913e-05,2.1804638890898786e-05,2.1871926946914755e-05,0,0.0,0.0
2023-01-01 09:00:00+00:00,2.1863959773327224e-05,2.1876909158891067e-05,2.1829835532116704e-05,2.1842102796654217e-05,45020,0.0,0.0
2023-01-01 10:00:00+00:00,2.1850546545465477e-05,2.190880877606105e-05,2.1844349248567596e-05,2.1898762497585267e-05,0,0.0,0.0
2023-01-01 11:00:00+00:00,2.189448605349753e-05,2.190787017752882e-05,2.1828047465533018e-05,2.1854397346032783e-05,0,0.0,0.0
2023-01-01 12:00:00+00:00,2.185118864872493e-05,2.1916655896347947e-05,2.1842923160875216e-05,2.1876168830203824e-05,0,0.0,0.0
2023-01-01 13:00:00+00:00,2.1878022380406037e-05,2.1908337657805532e-05,2.185971607104875e-05,2.1908337657805532e-05,0,0.0,0.0
2023-01-01 14:00:00+00:00,2.1901885702391155e-05,2.1948439098196104e-05,2.1879006453673355e-05,2.1948439098196104e-05,0,0.0,0.0
2023-01-01 15:00:00+00:00,2.1939049474895e-05,2.2029593310435303e-05,2.1939049474895e-05,2.2029593310435303e-05,44425,0.0,0.0
2023-01-01 16:00:00+00:00,2.203540861955844e-05,2.2107316908659413e-05,2.1979212760925293e-05,2.1979212760925293e-05,0,0.0,0.0
2023-01-01 17:00:00+00:00,2.198975380451884e-05,2.204816701123491e-05,2.1979358280077577e-05,2.204816701123491e-05,6342,0.0,0.0
2023-01-01 18:00:00+00:00,2.2037018425180577e-05,2.205534838140011e-05,2.198231959482655e-05,2.2053060092730448e-05,31875,0.0,0.0
2023-01-01 19:00:00+00:00,2.20524707401637e-05,2.2122041627881117e-05,2.2021893528290093e-05,2.2088363039074466e-05,0,0.0,0.0
2023-01-01 20:00:00+00:00,2.2081661882111803e-05,2.214312735304702e-05,2.206922545155976e-05,2.2114410967333242e-05,0,0.0,0.0
