Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,ma_10,ma_50,rsi,volatility
2023-01-03 01:00:00+00:00,0.3963601291179657,0.3964331448078155,0.393174409866333,0.3935977816581726,0,0.0,0.0,0.39413630366325375,0.3868242424726486,54.38869463713814,0.0020626342667765573
2023-01-03 02:00:00+00:00,0.3935732841491699,0.3949699401855469,0.3935732841491699,0.3946467638015747,91857,0.0,0.0,0.39442221522331233,0.3870662325620651,58.85454010932083,0.0018920028757601836
2023-01-03 03:00:00+00:00,0.3946295380592346,0.3962222635746002,0.3945105075836181,0.3961774706840515,75934,0.0,0.0,0.3948780745267868,0.3873133087158203,64.93755334300349,0.001678664054470635
2023-01-03 04:00:00+00:00,0.3961857557296753,0.3973070085048675,0.3957389891147613,0.3957957327365875,881,0.0,0.0,0.39523414671421053,0.38753874599933624,60.405177153415764,0.0014122344037072504
2023-01-03 05:00:00+00:00,0.3957715928554535,0.3984503746032715,0.3957715928554535,0.3981865644454956,27895,0.0,0.0,0.39572828114032743,0.3878242528438568,61.63303359462633,0.0015007001146545669
2023-01-03 06:00:00+00:00,0.3981523811817169,0.3989667296409607,0.3978955745697021,0.3979062139987945,2889885,0.0,0.0,0.3960358798503876,0.38812359035015104,64.82468593082743,0.0016076078832637727
2023-01-03 07:00:00+00:00,0.397893488407135,0.3988450467586517,0.3978418409824371,0.3986504077911377,0,0.0,0.0,0.3961055129766464,0.3884374278783798,66.57454643548095,0.00171164047662902
2023-01-03 08:00:00+00:00,0.3987316489219665,0.3990036845207214,0.3967152535915375,0.3970226943492889,0,0.0,0.0,0.396378418803215,0.3887215083837509,60.771710648067334,0.001604887188286645
2023-01-03 09:00:00+00:00,0.3970099985599518,0.3974814713001251,0.3969646990299225,0.397335797548294,0,0.0,0.0,0.39656848311424253,0.3890271377563477,59.501345003412595,0.001593268756005007
2023-01-03 10:00:00+00:00,0.3973232209682464,0.397808164358139,0.3970500230789184,0.3974965512752533,0,0.0,0.0,0.39668159782886503,0.38935774385929106,56.631970028746714,0.0016172221729579175
2023-01-03 11:00:00+00:00,0.3974469602108001,0.3975880444049835,0.3958946764469147,0.3958946764469147,140634,0.0,0.0,0.3969112873077393,0.3896377658843994,44.45804274321357,0.0012525715118219705
2023-01-03 12:00:00+00:00,0.3959140479564667,0.3962289690971374,0.3947841227054596,0.3947927951812744,141227,0.0,0.0,0.39692589044570925,0.38989865362644194,51.557776979982975,0.0012237568836981664
2023-01-03 13:00:00+00:00,0.3948622643947601,0.39505136013031,0.393557071685791,0.3936200737953186,262907,0.0,0.0,0.3966701507568359,0.39012931048870086,44.346502302094244,0.0016052861252505751
2023-01-03 14:00:00+00:00,0.393709272146225,0.3950083553791046,0.3923114836215973,0.3923114836215973,292169,0.0,0.0,0.3963217258453369,0.3903361141681671,37.66385228581551,0.0021137608670445795
2023-01-03 15:00:00+00:00,0.3920366466045379,0.3920366466045379,0.3868609368801117,0.3869651257991791,1151507,0.0,0.0,0.39519958198070526,0.39043828547000886,32.55463947587512,0.0035227536249243046
2023-01-03 16:00:00+00:00,0.3869818150997162,0.3872037529945373,0.3847368061542511,0.3847368061542511,466600,0.0,0.0,0.39388264119625094,0.390476650595665,25.45720253603693,0.004672480054448256
2023-01-03 17:00:00+00:00,0.3847390115261078,0.3861117660999298,0.3846351504325866,0.3850944340229034,270614,0.0,0.0,0.3925270438194275,0.3905211269855499,20.858741868093574,0.0050838871094075555
2023-01-03 18:00:00+00:00,0.3851029276847839,0.3855171203613281,0.3838828206062317,0.3840187788009643,260866,0.0,0.0,0.391226652264595,0.39054655373096464,20.12438062952394,0.005455707421792
2023-01-03 19:00:00+00:00,0.3839847147464752,0.3842778503894806,0.3835014998912811,0.3842227756977081,224952,0.0,0.0,0.38991535007953637,0.39055841505527494,10.156145032390825,0.005399796168079122
2023-01-03 20:00:00+00:00,0.3843316733837127,0.3851566016674042,0.3841791450977325,0.3845039308071136,55920,0.0,0.0,0.3886160880327224,0.39056029498577116,11.760084080774917,0.004914244784527642
2023-01-03 21:00:00+00:00,0.3845503628253937,0.3847641348838806,0.3844899833202362,0.384597897529602,0,0.0,0.0,0.38748641014099117,0.39054123163223264,8.359767427073663,0.004317335861202202
2023-01-03 22:00:00+00:00,0.3846014440059662,0.3854362666606903,0.384041965007782,0.3845266699790954,0,0.0,0.0,0.38645979762077326,0.39050927937030794,9.209259068295069,0.0035369787365959076
2023-01-03 23:00:00+00:00,0.3845233917236328,0.3864913582801819,0.3845233917236328,0.3864913582801819,38788,0.0,0.0,0.3857469260692596,0.3905240398645401,18.04597640587403,0.0024998122137932484
2023-01-04 00:00:00+00:00,0.3863547742366791,0.386392742395401,0.3847140371799469,0.3847732245922088,221876,0.0,0.0,0.38499310016632077,0.3904986727237701,15.66125513966368,0.0009668789265299663
2023-01-04 01:00:00+00:00,0.3848147690296173,0.3890766501426697,0.3847724497318268,0.3885121941566467,9212,0.0,0.0,0.3851478070020675,0.39055220484733577,32.13623809214741,0.0013609428550718386
2023-01-04 02:00:00+00:00,0.3885072767734527,0.392094075679779,0.3883712291717529,0.392094075679779,235930,0.0,0.0,0.38588353395462033,0.39071554422378535,44.16954259812496,0.0025677113556166467
2023-01-04 03:00:00+00:00,0.3920856714248657,0.3980748653411865,0.3920856714248657,0.3980748653411865,977270,0.0,0.0,0.3871815770864486,0.3910403853654861,57.9688279673992,0.004600664167098747
2023-01-04 04:00:00+00:00,0.3980928063392639,0.4018616378307342,0.3980928063392639,0.3990749716758728,576064,0.0,0.0,0.3886871963739395,0.3913863742351531,62.233691017432065,0.0057665283652228476
2023-01-04 05:00:00+00:00,0.399022489786148,0.399022489786148,0.3978483378887176,0.3981518447399139,16680,0.0,0.0,0.3900801032781601,0.3916945368051528,74.08891033753349,0.0062318381875406175
2023-01-04 06:00:00+00:00,0.3981747031211853,0.3997074663639068,0.3981747031211853,0.3997074663639068,0,0.0,0.0,0.39160045683383937,0.39203432381153097,83.19886326085484,0.006565904659480455
2023-01-04 07:00:00+00:00,0.3998403549194336,0.4003919064998626,0.3981046378612518,0.3989142179489136,146278,0.0,0.0,0.3930320888757705,0.3923636025190353,80.06579638392193,0.0064287505074267495
2023-01-04 08:00:00+00:00,0.3990277349948883,0.4003440141677856,0.3971156179904938,0.3978427648544311,290104,0.0,0.0,0.3943636983633041,0.392680320739746,80.08043827315781,0.005821684676673242
2023-01-04 09:00:00+00:00,0.3978519737720489,0.397865891456604,0.3958330154418945,0.3963550627231598,538742,0.0,0.0,0.3953500688076019,0.3928411865234374,75.00257953568352,0.005134746984646618
2023-01-04 10:00:00+00:00,0.3963358700275421,0.3965804874897003,0.3948780298233032,0.3950205445289612,332342,0.0,0.0,0.3963748008012771,0.39290050089359274,70.77115057478704,0.0035750498904357393
2023-01-04 11:00:00+00:00,0.3950468003749847,0.3959722518920898,0.3946554958820343,0.3959722518920898,143298,0.0,0.0,0.3971208065748214,0.3929742848873138,71.72903102390491,0.0023047065782492346
2023-01-04 12:00:00+00:00,0.3959685564041137,0.3964537978172302,0.3948740065097809,0.3948740065097809,156504,0.0,0.0,0.3973987996578216,0.3930401355028152,69.0207047980305,0.0017260210248996313
2023-01-04 13:00:00+00:00,0.3948955535888672,0.396542340517044,0.3948471546173095,0.3957346379756927,0,0.0,0.0,0.3971647769212722,0.393122044801712,67.71005469136317,0.0017819165739725372
2023-01-04 14:00:00+00:00,0.3957567811012268,0.3968580067157745,0.3942540287971496,0.3949785530567169,145656,0.0,0.0,0.39675513505935667,0.39320802927017207,70.30176911402035,0.001764769620611317
2023-01-04 15:00:00+00:00,0.3950004875659942,0.3956095278263092,0.3926804959774017,0.395588219165802,0,0.0,0.0,0.3964987725019455,0.39333164989948266,66.0783793227678,0.001725088837871439
2023-01-04 16:00:00+00:00,0.3954940140247345,0.3965949416160583,0.3940787315368652,0.3946489691734314,0,0.0,0.0,0.39599292278289794,0.3933962512016296,56.59764871030025,0.001388468387137683
2023-01-04 17:00:00+00:00,0.3946183025836944,0.3975746035575866,0.3945967257022857,0.3966981172561645,663408,0.0,0.0,0.39577131271362304,0.3934674805402755,45.53887693573469,0.0009901079474720336
2023-01-04 18:00:00+00:00,0.3966819941997528,0.3984380662441253,0.3957844376564026,0.3978601992130279,158956,0.0,0.0,0.3957730561494827,0.3935889315605163,46.104622159530486,0.0009941677797633997
2023-01-04 19:00:00+00:00,0.397844523191452,0.397844523191452,0.3929095864295959,0.3932220637798309,907634,0.0,0.0,0.39545975625514984,0.3936209952831268,37.23350394843245,0.0012508924968999719
2023-01-04 20:00:00+00:00,0.3932059109210968,0.3936045467853546,0.3913278877735138,0.3916694521903991,147344,0.0,0.0,0.39512464702129363,0.3936096841096877,29.18096614285392,0.0017363148820256306
2023-01-04 21:00:00+00:00,0.3917114734649658,0.3933009803295135,0.3917114734649658,0.3930133581161499,167286,0.0,0.0,0.3948287576436996,0.3936050468683242,35.14022226625103,0.0018256416196976138
2023-01-04 22:00:00+00:00,0.3930543065071106,0.3937974572181701,0.3930543065071106,0.393536627292633,0,0.0,0.0,0.39469501972198484,0.393579174876213,38.8482234646528,0.0018703951151017736
2023-01-04 23:00:00+00:00,0.3935075998306274,0.3964134156703949,0.3935075998306274,0.3955776989459991,151344,0.0,0.0,0.39467932581901544,0.39353164732456203,48.042923040446894,0.0018613392577666252
2023-01-05 00:00:00+00:00,0.3955496847629547,0.3980699479579925,0.3953443765640259,0.3953808546066284,243730,0.0,0.0,0.3947195559740066,0.3935533916950225,50.96223027308559,0.00187283728719852
2023-01-05 01:00:00+00:00,0.395286351442337,0.3970127999782562,0.3941664099693298,0.3955909609794616,21110,0.0,0.0,0.3947198301553726,0.3935565078258514,48.93974250179001,0.0018729787840611211
2023-01-05 02:00:00+00:00,0.3955683708190918,0.3956505060195923,0.3945660293102264,0.3948035538196563,0,0.0,0.0,0.3947352886199951,0.39352527081966393,49.80064562482907,0.0018729668817681349
2023-01-05 03:00:00+00:00,0.3948667347431183,0.3964652717113495,0.3946272730827331,0.3956077098846435,0,0.0,0.0,0.39462624788284295,0.39356546938419334,49.63969009456549,0.0017751860073512036
2023-01-05 04:00:00+00:00,0.3956307470798492,0.3975521624088287,0.3956307470798492,0.3969302475452423,0,0.0,0.0,0.39453325271606443,0.3936111390590667,55.36764006780042,0.0016029507677387809
2023-01-05 05:00:00+00:00,0.3969899117946625,0.3980326354503631,0.3969408869743347,0.3975324034690857,412842,0.0,0.0,0.3949642866849899,0.39363823771476736,55.34919494763637,0.0017808501859542434
2023-01-05 06:00:00+00:00,0.397572249174118,0.3988539576530456,0.3966785073280334,0.3974523842334747,4352246,0.0,0.0,0.3955425798892975,0.39367137074470515,58.096061059346475,0.001510456561803864
2023-01-05 07:00:00+00:00,0.3975030183792114,0.3975030183792114,0.3958497047424316,0.3965982496738434,162844,0.0,0.0,0.39590106904506683,0.3936396044492721,49.690206990912536,0.0012456877794154414
2023-01-05 08:00:00+00:00,0.396628588438034,0.3967992961406708,0.3954774737358093,0.3957189619541168,23358,0.0,0.0,0.3961193025112152,0.39359585940837855,43.23918427570232,0.0009387913108836355
2023-01-05 09:00:00+00:00,0.3957408964633941,0.3957408964633941,0.3915045857429504,0.3919581472873688,2522624,0.0,0.0,0.3957573473453522,0.3934620141983032,45.775206308600374,0.00162082712364383
2023-01-05 10:00:00+00:00,0.3919197618961334,0.3927359282970428,0.3919197618961334,0.3924917578697204,0,0.0,0.0,0.3954684376716614,0.3933713954687118,52.94959014465737,0.0019244440734975806
2023-01-05 11:00:00+00:00,0.3925817012786865,0.3926865756511688,0.3918177187442779,0.392531007528305,10856,0.0,0.0,0.39516244232654574,0.393275299668312,48.09116190862556,0.0021345964308141147
2023-01-05 12:00:00+00:00,0.3925229907035827,0.3926701843738556,0.3917605876922607,0.3918343484401703,1368766,0.0,0.0,0.39486552178859713,0.39316205561161033,43.354654964201664,0.0023822096931582545
2023-01-05 13:00:00+00:00,0.3918387591838836,0.3918920755386352,0.3899890184402466,0.3906261920928955,1457780,0.0,0.0,0.3943673700094223,0.39305668592452997,29.325890512892556,0.002708296478674134
2023-01-05 14:00:00+00:00,0.390466570854187,0.390466570854187,0.3891789317131042,0.3897185027599334,530596,0.0,0.0,0.39364619553089136,0.39295520007610313,27.682646926851632,0.0029031884292677044
2023-01-05 15:00:00+00:00,0.3897773325443268,0.3910000026226043,0.3897610902786255,0.3897731900215149,32060,0.0,0.0,0.3928702741861343,0.39287826240062707,26.785680308998167,0.0027835538377082914
2023-01-05 16:00:00+00:00,0.3897694647312164,0.3899591863155365,0.3892612159252167,0.3896850049495697,0,0.0,0.0,0.3920935362577438,0.3928257328271865,28.36869071069117,0.002423279165746019
2023-01-05 17:00:00+00:00,0.3896442949771881,0.3897629678249359,0.3893193304538727,0.3894883394241333,0,0.0,0.0,0.39138254523277277,0.3928761970996856,22.739438676615435,0.001951923906788204
2023-01-05 18:00:00+00:00,0.3894895315170288,0.3897722959518432,0.3888256847858429,0.3896979093551636,0,0.0,0.0,0.3907804399728775,0.3929754191637038,14.234890130134247,0.001277942924306356
